source,dir,name,slug,description,home_relative,sha256,lines,bytes,is_link,generic_description
codex,authentication-patterns,认证模式,authentication-patterns,认证模式：辅助完成相关分析、生成或审查任务,.codex\skills\authentication-patterns\SKILL.md,58b8401beb28b4027dc35b7b43117dc921fa1394588089793374c10584567607,189,5570,False,True
codex,awesome-ai-ppt,AI PPT 工具选型,awesome-ai-ppt,对比推荐 AI 演示/PPT 工具与使用场景,.codex\skills\awesome-ai-ppt\SKILL.md,daaa9857e5db33d7000c69f276321aaf3bdeb400e59957e3db9230098f91994a,58,3751,True,False
codex,aws-cloud-patterns,AWS 云模式,aws-cloud-patterns,AWS 云模式：辅助完成相关分析、生成或审查任务,.codex\skills\aws-cloud-patterns\SKILL.md,95d5316a1cfcecb663f00c771d8a12197890be9e4cad1eaa7e9e67bab0f02bdd,142,4360,False,True
codex,beachhead-segment,滩头细分市场,beachhead-segment,滩头细分市场：适用于规划拆解等场景,.codex\skills\beachhead-segment\SKILL.md,d5d21d441f3b3613c36d8cb82c7fbc61ba07ba9f6a28e37760b2db5074a9d8db,148,5705,False,False
codex,brainstorm-experiments-existing,实验/分析,brainstorm-experiments-existing,实验/分析：A/B 测试解读与统计显著性判断,.codex\skills\brainstorm-experiments-existing\SKILL.md,04e21baebcf023dc89d86f6048d948422881f806067af73b3666879e926078a4,53,2282,False,False
codex,brainstorm-experiments-new,营销/文案,brainstorm-experiments-new,实验/分析：A/B 测试解读与统计显著性判断,.codex\skills\brainstorm-experiments-new\SKILL.md,4cee6edf35e08672382d778f8c8471f66ce5f1a498ca8792b5b7eb381e1605ce,47,2377,False,False
codex,brainstorm-ideas-existing,编码前脑暴,brainstorm-ideas-existing,编码前脑暴：辅助完成相关分析、生成或审查任务,.codex\skills\brainstorm-ideas-existing\SKILL.md,e7856b4256910434934c168f0a0ffbfa168e663b632609ce7dbb8c2208d4c9e1,56,2820,False,True
codex,brainstorm-ideas-new,编码前脑暴,brainstorm-ideas-new,编码前脑暴：辅助完成相关分析、生成或审查任务,.codex\skills\brainstorm-ideas-new\SKILL.md,3d57fecce24797db6c2c3ddc2e29856547efdaeb98dd35c6649056895c6de2f1,48,2328,False,True
codex,brainstorm-okrs,编码前脑暴,brainstorm-okrs,编码前脑暴：澄清需求、探索方案并确认设计,.codex\skills\brainstorm-okrs\SKILL.md,d2996c0a84bf532903f6c8b21cd5655e05d250929d9bb0883ca84e78e73692a0,82,4204,False,False
codex,brainstorming,方案脑暴,brainstorming,编码前脑暴：澄清需求、探索方案并确认设计,.codex\skills\brainstorming\SKILL.md,57d48b61cbcc5b5eb4f582bb6c2934564c0215b4da89f1f28461e2ce12c8d7e0,166,10548,False,False
codex,brandkit,演示文稿处理,brandkit,演示文稿处理：创建/编辑 PPT 或 HTML 幻灯片,.codex\skills\brandkit\SKILL.md,ec0cf9ec468fc49995e23579e4ab20ed0c4250e217802fd49886fd8327b4c2a2,800,15645,False,False
codex,browser-testing-with-devtools,浏览器 测试 与 DevTools,browser-testing-with-devtools,浏览器 测试 与 DevTools：适用于缺陷排查等场景,.codex\skills\browser-testing-with-devtools\SKILL.md,3b7c3dcfb6299091525f13390f998a9300507c18aa05e05a2a525f3ada7c1c53,304,12465,False,False
codex,bruce-pptx-generator,Bruce PPTX 代码生成,bruce-pptx-generator,代码生成可编辑 PPTX：封面/目录/章节/内容页，支持编辑现有模板,.codex\skills\bruce-pptx-generator\SKILL.md,e025ca775073f401a519f39c71a22393924f3d2d58bddc9b1961407f20786033,220,15406,True,False
codex,bun-runtime,当 到 使用,bun-runtime,后端/Java：API、分层架构与持久化,.codex\skills\bun-runtime\SKILL.md,347acc892d861bbe76aadf2f69809a20ce769bdfc7008158f423c38cb680099c,83,2529,False,False
codex,business-model,Business 模型,business-model,Business 模型：辅助完成相关分析、生成或审查任务,.codex\skills\business-model\SKILL.md,e61c81f3998b867c154ce308eeb516c057d8f7247ab38fe9051b1fc00e64ce53,136,5727,False,True
codex,caveman,Caveman,caveman,Caveman：辅助完成相关分析、生成或审查任务,.codex\skills\caveman\SKILL.md,1f8426fe97a3137cc29567f47cbe9c6ae929dbb958df213737c4d353148c6e16,45,1718,False,True
codex,chrome-browser,Chrome 浏览器,chrome-browser,端到端测试：关键用户路径自动化与回归验证,.codex\skills\chrome-browser\SKILL.md,f7fd0344da9f95f054012217d95a7f3e4cbca6cd472aff83db43d2b47011dfa6,128,7404,False,False
codex,ci-cd-and-automation,CI/CD 与 自动化,ci-cd-and-automation,DevOps/部署：容器、流水线与环境配置,.codex\skills\ci-cd-and-automation\SKILL.md,dfafa5d046c22a10ad79dbb2b8695f2da60ad9db73265132f66a40ab67c5befc,390,11203,False,False
codex,ci-cd-pipelines,DevOps/部署,ci-cd-pipelines,DevOps/部署：容器、流水线与环境配置,.codex\skills\ci-cd-pipelines\SKILL.md,898f9c6c5ea0eaa0be8c332da282db9a3a7a6db6dea4a80d6d0febc2af354ab2,205,4479,False,False
codex,ckm-banner-design,前端工程,ckm-banner-design,前端工程：辅助完成相关分析、生成或审查任务,.codex\skills\ckm-banner-design\SKILL.md,ee1a18b64740820ed5ecb08f9043f9cff245a4c6f526352cf28562ea4c074273,189,7655,False,True
codex,ckm-brand,当 到 使用,ckm-brand,当 到 使用：辅助完成相关分析、生成或审查任务,.codex\skills\ckm-brand\SKILL.md,56fa948f9277a881d0036a29df9eb38a6a709948080fad2920efd409f4346e4a,95,2785,False,True
codex,ckm-design,设计,ckm-design,演示文稿处理：创建/编辑 PPT 或 HTML 幻灯片,.codex\skills\ckm-design\SKILL.md,955ea696d0e80dff62bd77ad321abb06dbc24d2a1c3a1b3905ae832f8668a266,299,11330,False,False
codex,ckm-design-system,当 到 使用,ckm-design-system,无障碍合规（WCAG）：ARIA、键盘导航与读屏适配,.codex\skills\ckm-design-system\SKILL.md,8af6091e6e709ab4169fd8ca7c48a0a7baf3e20877be373a1300e52b561e6e48,241,6617,False,False
codex,ckm-slides,幻灯片,ckm-slides,演示文稿处理：创建/编辑 PPT 或 HTML 幻灯片,.codex\skills\ckm-slides\SKILL.md,edf69eb104fed66e139f5ac4656dd80d138d174126764d7b859627a42369fe00,40,1046,False,False
codex,ckm-ui-styling,参考,ckm-ui-styling,前端工程：组件、状态、构建与 UI 实现,.codex\skills\ckm-ui-styling\SKILL.md,daa7dd8c022831129c56af5c6cfa3832e85010477edc3c8948976d59ca2f13d0,321,9559,False,False
codex,code-review-and-quality,代码 审查 与 质量,code-review-and-quality,代码审查：质量、模式、安全与可维护性检查,.codex\skills\code-review-and-quality\SKILL.md,b51be8af5a451ffdd45ede94384c442bb53175419dbcb9b1d836277f58fda7c6,347,14142,False,False
codex,code-simplification,重构/清理,code-simplification,重构/清理：辅助完成相关分析、生成或审查任务,.codex\skills\code-simplification\SKILL.md,94fa22b3c91961dd78be49c6e31c9a2ff9c4fed576ab044bc9beed9c40ae0a47,331,13388,False,True
codex,code-simplifier,Rust 工程,code-simplifier,Rust 工程：编译、所有权与 idiomatic 模式,.codex\skills\code-simplifier\SKILL.md,43aae72a17e1d44d9c10160462d34c5e8273bc4157723e254a31e4e38571f258,167,4030,False,False
codex,code-tour,代码 导览,code-tour,代码 导览：适用于新手引导优化等场景,.codex\skills\code-tour\SKILL.md,5da3899b4bf9c67945835cc2a24006f423bf73ec596c2006146b1f90ff776526,235,6545,False,False
codex,cohort-analysis,Cohort 分析,cohort-analysis,Cohort 分析：辅助完成相关分析、生成或审查任务,.codex\skills\cohort-analysis\SKILL.md,77e6f6d0b55f87c95ca98c880a4eb2702b87ff2b4c4e6d56d46f66ead05deeb0,116,4875,False,True
codex,commit-context,提交上下文,commit-context,提交上下文：辅助完成相关分析、生成或审查任务,.codex\skills\commit-context\SKILL.md,25c4ac5cb072276e71a2f77ce80e70ddf4d5fa059fac44c3df72d1f5decb275d,17,1375,False,True
codex,commit-history,提交 历史,commit-history,提交 历史：辅助完成相关分析、生成或审查任务,.codex\skills\commit-history\SKILL.md,527e999248f276d92d3925ef919ab577591e6b1249e226f900a8e91f47fb3e85,18,1208,False,True
codex,competitive-battlecard,Competitive Battlecard,competitive-battlecard,Competitive Battlecard：辅助完成相关分析、生成或审查任务,.codex\skills\competitive-battlecard\SKILL.md,550c1fcbd88886b928f4410e4d313b6f63dd802c2cb131dd776a71a774d205cc,79,2741,False,True
codex,competitor-analysis,Competitor 分析,competitor-analysis,Competitor 分析：辅助完成相关分析、生成或审查任务,.codex\skills\competitor-analysis\SKILL.md,9d6ffdbb4edac8979d54e21ca14ca65a5c964309c61a0c4f698da2fed65eaa51,112,4681,False,True
codex,configure-ecc,ECC 配置安装,configure-ecc,交互式安装向导：选择并安装技能/规则，校验路径并可优化已装内容,.codex\skills\configure-ecc\SKILL.md,7060e6866785f4a7bfa4cf5aa915e36ec1034235a06785210b0db6057aaf7271,383,16688,False,False
codex,content-brief-generator,内容 Brief 生成,content-brief-generator,内容 Brief 生成：辅助完成相关分析、生成或审查任务,.codex\skills\content-brief-generator\SKILL.md,481bf8e603424e06e6a86f7fb02f80a190b9615e01b3144e9aa3cbc06ec99907,497,11636,True,True
codex,content-engine,内容 引擎,content-engine,内容 引擎：辅助完成相关分析、生成或审查任务,.codex\skills\content-engine\SKILL.md,1ccfeb63c984b99c580ddbf56d86fa95ed33554846aa42474e9db8b3cd99d0e5,87,2389,False,True
codex,context-engineering,上下文工程,context-engineering,Agent 上下文工程与 Prompt 结构标准：信噪比、渐进发现、按需加载,.codex\skills\context-engineering\SKILL.md,35b8d9126bb84abcb710408378704262d2688b75ab81ddb213ac994274afe91e,97,2756,True,False
codex,continuous-learning-v2,持续学习 V2,continuous-learning-v2,通过 Hook 观察会话，沉淀可复用直觉/技能模式,.codex\skills\continuous-learning-v2\SKILL.md,be4090c8eeeccf89c0f3a575f95cc4e4980d7a27d7b1cd840e4597668f5129bd,358,13031,False,False
codex,council,四视角合议决策,council,四视角顾问合议：处理模糊决策、方案权衡与 go/no-go 判断,.codex\skills\council\SKILL.md,463db3e3e4a834ba8ce3db4c7dc19d2261481a56c4db51fecb208652a1c5ceaf,202,6267,False,False
codex,create-prd,创建 PRD,create-prd,把模糊产品想法整理为可评审的产品需求文档（PRD）,.codex\skills\create-prd\SKILL.md,5863aae6a42f49b4ffa3b149a50ad6d287f9f8db51791e64f39905e5c97ba325,88,3385,False,False
codex,cursor-awesome-auditing-performance,性能 审计,cursor-awesome-auditing-performance,性能分析与优化：瓶颈定位、包体与运行时改进,.codex\skills\cursor-awesome-auditing-performance\SKILL.md,66639e1f7ad17c8a7810eb57132532895b2263a7a668e2c42c3c4fa492c078ea,48,2513,True,False
codex,cursor-awesome-building-skills-from-patterns,Skill 工程,cursor-awesome-building-skills-from-patterns,Skill 工程：编写/验证 SKILL.md 与触发条件设计,.codex\skills\cursor-awesome-building-skills-from-patterns\SKILL.md,1c0f4f68aaf4b25063d4aed06f1f428be9b598d153f8bb0e8180a610c5f3e615,68,2756,True,False
codex,cursor-awesome-parallel-exploring,多 Agent 编排,cursor-awesome-parallel-exploring,多 Agent 编排：辅助完成相关分析、生成或审查任务,.codex\skills\cursor-awesome-parallel-exploring\SKILL.md,ea1109b9ac5282013d53da21392a7fb83ed7601b68760212e710bbe43f15193d,55,3034,True,True
codex,customer-journey-map,客户旅程地图,customer-journey-map,绘制端到端客户旅程：阶段、触点、情绪、痛点与改进机会,.codex\skills\customer-journey-map\SKILL.md,12cbd8b0c713f53e4c8dadba142b34cd5091c8e52e815afab48b2b2a798f5100,67,3169,False,False
codex,data-engineering,数据 工程,data-engineering,数据 工程：辅助完成相关分析、生成或审查任务,.codex\skills\data-engineering\SKILL.md,b62625839b376349521d54ce3562d660b07972900f22864ad869614459c96de6,226,6834,False,True
codex,database-optimization,性能分析与优化,database-optimization,数据库/SQL： schema 设计、查询优化与迁移,.codex\skills\database-optimization\SKILL.md,6c6fff6aa10a80102d0b355cb7af9f982edd21f56c94532ff4bf232c9a90b563,176,5346,False,False
codex,debugging-and-error-recovery,调试 与 错误 Recovery,debugging-and-error-recovery,调试 与 错误 Recovery：辅助完成相关分析、生成或审查任务,.codex\skills\debugging-and-error-recovery\SKILL.md,5ef54258ed7708929e649e680c27147ec553a4fb3375c5ea6a6578c5d636f881,300,10468,False,True
codex,deep-dive,深度 Dive,deep-dive,多源深度研究：检索、引用与事实核查,.codex\skills\deep-dive\SKILL.md,9a744bb791dff5721e206faf6e121b80cfa83071f70c4e42102c6c7e3071fb10,137,6007,False,False
codex,deep-research,深度研究,deep-research,多源深度研究：检索、引用与事实核查,.codex\skills\deep-research\SKILL.md,564b4b1f00eb97d9c30db0aa30a7d9c95721967515a90628fcdf78e0c593e35a,498,27191,False,False
codex,deprecation-and-migration,弃用 与 迁移,deprecation-and-migration,管理功能/API 弃用与迁移：兼容期、替换方案与变更说明,.codex\skills\deprecation-and-migration\SKILL.md,ead9d389e1c042de230d4e826abcbed70f91445c49c2d4fab9c761f6f919f2be,206,8893,False,True
codex,design-an-interface,设计 an 接口,design-an-interface,医疗信息系统：临床安全、CDSS 与 PHI 合规,.codex\skills\design-an-interface\SKILL.md,bdbcdad9e36512caebc0612e24f810834c1455251f4047cc150225413fd6dc5d,94,3233,False,False
codex,design-brief-generator,设计 Brief 生成,design-brief-generator,设计 Brief 生成：辅助完成相关分析、生成或审查任务,.codex\skills\design-brief-generator\SKILL.md,6c487fccc8cb9851dc410566d2e4ec5bc21fdca2d9c0ef3ebc2b9e62c630dc87,632,12997,True,True
codex,design-patterns,RTK Rust 设计 模式,design-patterns,Rust 工程：编译、所有权与 idiomatic 模式,.codex\skills\design-patterns\SKILL.md,6f424c732a1df4926449213ffbac7283233e6e40728fe0a2bd8d48dcdd713ab3,239,7178,False,False
codex,design-taste-frontend,设计 Taste 前端,design-taste-frontend,前端工程：组件、状态、构建与 UI 实现,.codex\skills\design-taste-frontend\SKILL.md,160cefa0ee95cf88f1707920db3d59327745f5afc5b71b6252d36cbd47faa9ec,1208,87097,False,False
codex,design-taste-frontend-v1,设计 Taste 前端 V1,design-taste-frontend-v1,无障碍合规（WCAG）：ARIA、键盘导航与读屏适配,.codex\skills\design-taste-frontend-v1\SKILL.md,7a0aae6bd5daf811d64aaf7bfbca471260d19b273bad437ef349adc220f5c1c2,228,21067,False,False
codex,diagnose,诊断,diagnose,结构化诊断：复现步骤、证据收集与问题定位,.codex\skills\diagnose\SKILL.md,9d029e1fc69e8f76480f48ab8744f2ff7d2b5dd3a36698156e667f050cb729bf,117,6939,False,False
codex,dispatching-parallel-agents,Dispatching 并行 Agents,dispatching-parallel-agents,Dispatching 并行 Agents：辅助完成相关分析、生成或审查任务,.codex\skills\dispatching-parallel-agents\SKILL.md,efd60ba74129df75212bfd7b6f8ff43cb01b74586bcf58d664b10856cc71c0e7,184,6478,False,True
codex,django-patterns,项目 结构,django-patterns,Python 后端：框架、ORM、迁移与 API 设计,.codex\skills\django-patterns\SKILL.md,93d5763eacaff98c6e419677663c9cba167472b4a8b672f102454acb1133411a,142,4189,False,False
codex,docker-best-practices,DevOps/部署,docker-best-practices,DevOps/部署：容器、流水线与环境配置,.codex\skills\docker-best-practices\SKILL.md,294e09ecd97f8b90f61da07cbf32bf48c9dacb52f3fe5a2b520bd329fca72a77,154,3752,False,False
codex,documentation-and-adrs,文档 与 ADRs,documentation-and-adrs,文档/ADR：架构决策记录与技术说明撰写,.codex\skills\documentation-and-adrs\SKILL.md,86c6bb1d616fa4cd146194f4bd231cfc60e527ac0f836c434d9df68aee128638,278,8587,False,False
codex,documentation-lookup,文档 查询,documentation-lookup,文档/ADR：架构决策记录与技术说明撰写,.codex\skills\documentation-lookup\SKILL.md,b27c68ddbcc0935c2422867f783ff4562fb1e4dde281e6579cb0254bbe590c8c,89,4751,False,False
codex,doubt-driven-development,无障碍合规（WCAG）,doubt-driven-development,无障碍合规（WCAG）：ARIA、键盘导航与读屏适配,.codex\skills\doubt-driven-development\SKILL.md,4a712de036e80d79965d1caf46f8539ed4772877821ad1d0ff055868cfb0a1da,243,16245,False,False
codex,draft-nda,Draft Nda,draft-nda,Draft Nda：辅助完成相关分析、生成或审查任务,.codex\skills\draft-nda\SKILL.md,06a8b43f0d6ffec29fe9cfbabde7cb9a3d9884ea606d45d86350aa2323976ef8,163,7373,False,True
codex,dummy-dataset,数据库/SQL,dummy-dataset,数据库/SQL： schema 设计、查询优化与迁移,.codex\skills\dummy-dataset\SKILL.md,ed94f59495e658da024e9af655dc5f70b24292bb609597d5257fbb7c8a25d1fd,117,3795,False,False
codex,e2e-testing,E2E 测试 模式,e2e-testing,端到端测试：关键用户路径自动化与回归验证,.codex\skills\e2e-testing\SKILL.md,8380a9a30cb3c489581777def128e034fd8462711ec6af0ad07b13dcd623813a,325,8007,False,False
codex,edit-article,编辑 Article,edit-article,编辑 Article：辅助完成相关分析、生成或审查任务,.codex\skills\edit-article\SKILL.md,1f114cfe88e40c652b9cfcfbd087f1e21719849a57f8b99e0110243eb9482104,14,651,False,True
codex,engineer-expertise-extractor,Engineer 经验 提取,engineer-expertise-extractor,Engineer 经验 提取：辅助完成相关分析、生成或审查任务,.codex\skills\engineer-expertise-extractor\SKILL.md,d02ac5fcac5e8233a9b46e63661e9f0a7bb8d5faa910922bb025b6d7a85ab1f3,639,15510,True,True
codex,error-handling,错误处理模式,error-handling,生产级错误处理：类型化错误、重试、熔断与用户可见提示,.codex\skills\error-handling\SKILL.md,98cc3fb299537bfa45b39af8412270e03f7ae3c22cb7ccd3b717039c79ce8615,375,10778,False,False
codex,eval-harness,评估测试框架,eval-harness,正式评估框架：用例集、评分与回归门禁,.codex\skills\eval-harness\SKILL.md,c80580a1ea51fe413ef93fed47bb766e4b3ed531720f8186a17dd8cd564bb163,268,6415,False,False
codex,executing-plans,执行实施计划,executing-plans,按已写好的实施计划分步执行，并在检查点复盘,.codex\skills\executing-plans\SKILL.md,c0d00ad0857cdba2e3772010ce50a55d73a2fa43c496e120b703f854628bd0e7,72,2488,False,False
codex,figma-workflow,Figma 工作流,figma-workflow,Agent Platform Figma 双向同步：按 figma.config 实现页面并写回设计,.codex\skills\figma-workflow\SKILL.md,5b71a29346656998346f94a5dc0975e94d50fc09fa90d832b11912c1311fc404,65,2205,False,False
codex,figma2code,Figma 转前端代码,figma2code,按 Figma 设计稿实现 HTML/CSS/JS，含节点提取与交互,.codex\skills\figma2code\SKILL.md,4265fbb38fccadb433616caf806803351faac71bb38a2ddca964998a30f92997,487,18840,False,False
codex,finishing-a-development-branch,开发分支收尾,finishing-a-development-branch,开发分支收尾：辅助完成相关分析、生成或审查任务,.codex\skills\finishing-a-development-branch\SKILL.md,d27f6b622c9ce97a2b872dd356a49d1442ef8b0ac2ea02d1eb583ed555efef49,253,6990,False,True
codex,forget,遗忘清理,forget,遗忘清理：辅助完成相关分析、生成或审查任务,.codex\skills\forget\SKILL.md,4c853870ce79520ba82dd6c6ef152afbc3cf5846a7cbe8ec26b270ac8a50e5c1,24,1565,False,True
codex,frontend-excellence,性能分析与优化,frontend-excellence,数据库/SQL： schema 设计、查询优化与迁移,.codex\skills\frontend-excellence\SKILL.md,d093725b880e7859f1eda7e3a382caac3af41d6aaa39ab89162cbd282de60cac,177,5095,False,False
codex,frontend-slides,Frontend Slides,frontend-slides,现代 HTML 幻灯片：零依赖、View Transitions、可导出 PPTX,.codex\skills\frontend-slides\SKILL.md,af658810584a3ae0b816b9a98b2e0135404e6ef681ae9e9eec1f412d2eb07503,380,27970,True,False
codex,frontend-ui-engineering,前端 UI 工程,frontend-ui-engineering,前端工程：组件、状态、构建与 UI 实现,.codex\skills\frontend-ui-engineering\SKILL.md,ac06df1a01cb15446ad896550da01a8a0c0792401c980d2e11863e9f71ecbd48,328,10477,False,False
codex,full-output-enforcement,完整输出约束,full-output-enforcement,前端工程：组件、状态、构建与 UI 实现,.codex\skills\full-output-enforcement\SKILL.md,38c7ca54ad526c17889e3020ac0fe07d60bf2c2fb0965be9e3e4bcf5c906150a,51,2501,False,False
codex,git-advanced,Git 进阶操作,git-advanced,Git 进阶操作：辅助完成相关分析、生成或审查任务,.codex\skills\git-advanced\SKILL.md,eed2d00ac67fb3d338d6c75391fc53c7fabd7e750358e18ed070c29cfc6e3738,171,4341,False,True
codex,git-guardrails-claude-code,Hook/自动化,git-guardrails-claude-code,Hook/自动化：提交前检查与 Agent 工作流钩子,.codex\skills\git-guardrails-claude-code\SKILL.md,d732fbe89c1c392796e7d08fe5a06d1080df35cc0af12dc2475847fcf9a405d6,95,2150,False,False
codex,git-workflow-and-versioning,Git 工作流,git-workflow-and-versioning,Git 工作流：分支、提交规范与 PR 流程,.codex\skills\git-workflow-and-versioning\SKILL.md,8c9ee888acae782c970748152345105629944128def674c5d701a54f561e9e19,300,10415,False,False
codex,global-delivery-gate,全局 交付 门禁,global-delivery-gate,全局 交付 门禁,.codex\skills\global-delivery-gate\SKILL.md,b1a8ba74d6c2ed641029b9d1b65bcabc82b40d598139418d5314be60fff4e4d2,35,1053,False,False
codex,global-session-core,全局 会话 核心,global-session-core,Skill 工程：编写/验证 SKILL.md 与触发条件设计,.codex\skills\global-session-core\SKILL.md,5bdae2c012b9dc3b7f012009653cf00f287189c751eb3b68d5db6137cbb6ec11,75,4237,False,False
codex,golang-idioms,Golang Idioms,golang-idioms,Golang Idioms：辅助完成相关分析、生成或审查任务,.codex\skills\golang-idioms\SKILL.md,dae5ce0f8ed304c0ae2d436a6c85614139997db876f35dce5da396265aeb4c31,302,7801,False,True
codex,gpt-taste,无障碍合规（WCAG）,gpt-taste,无障碍合规（WCAG）：ARIA、键盘导航与读屏适配,.codex\skills\gpt-taste\SKILL.md,642fdc2aefeadd57b0e457ff38b9cffe3cdc2a0e5eb9abcba0329ccfc5f48e0b,76,7674,False,False
